Energy_keV,Counts,Counts_norm_max1
-0.9556821,0.0,0.0
-0.9456781,0.0,0.0
-0.9356741,0.0,0.0
-0.9256700999999999,0.0,0.0
-0.9156660999999999,0.0,0.0
-0.9056621,0.0,0.0
-0.8956581,0.0,0.0
-0.8856541,0.0,0.0
-0.8756501,0.0,0.0
-0.8656461,0.0,0.0
-0.8556421,0.0,0.0
-0.8456381,0.0,0.0
-0.8356340999999999,0.0,0.0
-0.8256300999999999,0.0,0.0
-0.8156261,0.0,0.0
-0.8056221,0.0,0.0
-0.7956181,0.0,0.0
-0.7856141,0.0,0.0
-0.7756101,0.0,0.0
-0.7656061,0.0,0.0
-0.7556020999999999,0.0,0.0
-0.7455980999999999,0.0,0.0
-0.7355940999999999,0.0,0.0
-0.7255901,0.0,0.0
-0.7155860999999999,0.0,0.0
-0.7055821,0.0,0.0
-0.6955781,0.0,0.0
-0.6855741,0.0,0.0
-0.6755701,0.0,0.0
-0.6655660999999999,0.0,0.0
-0.6555621,0.0,0.0
-0.6455580999999999,0.0,0.0
-0.6355541,0.0,0.0
-0.6255500999999999,0.0,0.0
-0.6155461,0.0,0.0
-0.6055421,0.0,0.0
-0.5955381,0.0,0.0
-0.5855341,0.0,0.0
-0.5755300999999999,0.0,0.0
-0.5655261,0.0,0.0
-0.5555220999999999,0.0,0.0
-0.5455181,0.0,0.0
-0.5355140999999999,0.0,0.0
-0.5255101,0.0,0.0
-0.5155061,0.0,0.0
-0.5055021,0.0,0.0
-0.49549809999999994,0.0,0.0
-0.48549409999999993,0.0,0.0
-0.4754900999999999,0.0,0.0
-0.46548609999999996,0.0,0.0
-0.4554820999999999,0.0,0.0
-0.4454781,0.0,0.0
-0.4354741,0.0,0.0
-0.42547009999999996,0.0,0.0
-0.41546609999999995,0.0,0.0
-0.40546209999999994,0.0,0.0
-0.3954580999999999,0.0,0.0
-0.3854540999999999,0.0,0.0
-0.3754500999999999,0.0,0.0
-0.3654460999999999,0.0,0.0
-0.3554421,0.0,0.0
-0.34543809999999997,0.0,0.0
-0.33543409999999996,0.0,0.0
-0.32543009999999994,0.0,0.0
-0.31542609999999993,0.0,0.0
-0.3054220999999999,0.0,0.0
-0.2954180999999999,0.0,0.0
-0.2854140999999999,0.0,0.0
-0.2754100999999999,0.0,0.0
-0.2654061,0.0,0.0
-0.25540209999999997,0.0,0.0
-0.24539809999999995,0.0,0.0
-0.23539409999999994,0.0,0.0
-0.22539009999999993,0.0,0.0
-0.2153860999999999,0.0,0.0
-0.2053820999999999,0.0,0.0
-0.1953780999999999,0.0,0.0
-0.18537409999999988,0.0,0.0
-0.17537009999999997,0.0,0.0
-0.16536609999999996,0.0,0.0
-0.15536209999999995,0.0,0.0
-0.14535809999999993,0.0,0.0
-0.13535409999999992,0.0,0.0
-0.1253500999999999,1.0,8.918776700587747e-06
-0.1153460999999999,0.0,0.0
-0.10534209999999988,1.0,8.918776700587747e-06
-0.09533809999999987,1.0,8.918776700587747e-06
-0.08533409999999997,5.0,4.4593883502938735e-05
-0.07533009999999996,26.0,0.00023188819421528144
-0.06532609999999994,166.0,0.001480516932297566
